Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
152	Spectrogram 1	6	69398.992859457	69477.530842502	0.000	290.700	78.5380	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	98.9930	sd
153	Waveform 1	6	69182.097807837	69247.003550301	0.000	317.200	64.9057			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	782.0980	sd
153	Spectrogram 1	6	69182.097807837	69247.003550301	0.000	317.200	64.9057	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	782.0980	sd
154	Waveform 1	6	69532.792733421	69598.715807272	0.000	396.500	65.9231			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	232.7925	sd
154	Spectrogram 1	6	69532.792733421	69598.715807272	0.000	396.500	65.9231	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	232.7925	sd
155	Waveform 1	6	69823.749509985	69888.044853617	0.000	378.900	64.2953			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	523.7495	sd
155	Spectrogram 1	6	69823.749509985	69888.044853617	0.000	378.900	64.2953	117.188	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	523.7495	sd
156	Waveform 1	6	69641.240259231	69737.479808402	0.000	264.300	96.2395			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	341.2405	sd
156	Spectrogram 1	6	69641.240259231	69737.479808402	0.000	264.300	96.2395	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	341.2405	sd
157	Waveform 1	6	69922.227188206	69972.890291258	0.000	299.600	50.6631			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	622.2270	sd
157	Spectrogram 1	6	69922.227188206	69972.890291258	0.000	299.600	50.6631	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	622.2270	sd
158	Waveform 1	6	70114.828816315	70185.228148267	0.000	418.500	70.3993			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	814.8290	sd
158	Spectrogram 1	6	70114.828816315	70185.228148267	0.000	418.500	70.3993	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	814.8290	sd
159	Waveform 1	6	70411.279182366	70479.236918990	0.000	471.400	67.9577			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	211.2790	sd
159	Spectrogram 1	6	70411.279182366	70479.236918990	0.000	471.400	67.9577	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	211.2790	sd
160	Waveform 1	6	70351.053164280	70403.547463828	0.000	198.200	52.4943			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	151.0530	c
160	Spectrogram 1	6	70351.053164280	70403.547463828	0.000	198.200	52.4943	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	151.0530	c
161	Waveform 1	6	70208.653686947	70274.576760798	0.000	361.200	65.9231			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	8.6535	sd
161	Spectrogram 1	6	70208.653686947	70274.576760798	0.000	361.200	65.9231	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	8.6535	sd
162	Waveform 1	6	70554.031572532	70617.919983610	0.000	392.100	63.8884			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	354.0315	sd
162	Spectrogram 1	6	70554.031572532	70617.919983610	0.000	392.100	63.8884	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	354.0315	sd
163	Waveform 1	6	70830.135310852	70894.634120761	0.000	343.600	64.4988			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	630.1355	sd
163	Spectrogram 1	6	70830.135310852	70894.634120761	0.000	343.600	64.4988	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	630.1355	sd
164	Waveform 1	6	70674.986324539	70741.926729776	0.000	497.800	66.9404			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	474.9865	sd
164	Spectrogram 1	6	70674.986324539	70741.926729776	0.000	497.800	66.9404	85.938	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	474.9865	sd
165	Waveform 1	6	70995.268991522	71060.785132818	0.000	405.300	65.5161			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	795.2690	sd
165	Spectrogram 1	6	70995.268991522	71060.785132818	0.000	405.300	65.5161	78.125	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_193000.aif	795.2690	sd
166	Waveform 1	6	71308.607058591	71378.599457988	0.000	436.100	69.9924			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	208.6070	sd
166	Spectrogram 1	6	71308.607058591	71378.599457988	0.000	436.100	69.9924	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	208.6070	sd
167	Waveform 1	6	71110.634370761	71175.540113225	0.000	304.000	64.9057			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	10.6345	sd
167	Spectrogram 1	6	71110.634370761	71175.540113225	0.000	304.000	64.9057	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	10.6345	sd
168	Waveform 1	6	71443.008118062	71495.999500000	0.000	281.900	52.9914			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	343.0080	sd
168	Spectrogram 1	6	71443.008118062	71495.999500000	0.000	281.900	52.9914	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	343.0080	sd
169	Waveform 1	6	71615.963667106	71702.640301243	0.000	242.300	86.6766			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	515.9635	sd
169	Spectrogram 1	6	71615.963667106	71702.640301243	0.000	242.300	86.6766	140.625	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	515.9635	sd
170	Waveform 1	6	71749.641011304	71812.105158440	0.000	383.300	62.4641			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	649.6410	sd
170	Spectrogram 1	6	71749.641011304	71812.105158440	0.000	383.300	62.4641	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	649.6410	sd
171	Waveform 1	6	71901.426854182	71963.077136209	0.000	304.000	61.6503			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	801.4270	sd
171	Spectrogram 1	6	71901.426854182	71963.077136209	0.000	304.000	61.6503	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_194500.aif	801.4270	sd
172	Waveform 1	6	72219.567175396	72287.524912020	0.000	242.300	67.9577			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	219.5670	sd
172	Spectrogram 1	6	72219.567175396	72287.524912020	0.000	242.300	67.9577	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	219.5670	sd
173	Waveform 1	6	72357.924243971	72421.202256217	0.000	246.700	63.2780			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	357.9240	sd
173	Spectrogram 1	6	72357.924243971	72421.202256217	0.000	246.700	63.2780	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	357.9240	sd
174	Waveform 1	6	72118.240969292	72178.060054823	0.000	321.600	59.8191			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	118.2410	sd
174	Spectrogram 1	6	72118.240969292	72178.060054823	0.000	321.600	59.8191	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	118.2410	sd
175	Waveform 1	6	72536.079766390	72594.474587980	0.000	224.700	58.3948			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	536.0800	sd
175	Spectrogram 1	6	72536.079766390	72594.474587980	0.000	224.700	58.3948	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	536.0800	sd
176	Waveform 1	6	72678.099227958	72740.156442540	0.000	193.800	62.0572			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	678.0990	sd
176	Spectrogram 1	6	72678.099227958	72740.156442540	0.000	193.800	62.0572	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	678.0990	sd
177	Waveform 1	6	72818.694425584	72882.786302939	0.000	220.300	64.0919			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	818.6945	sd
177	Spectrogram 1	6	72818.694425584	72882.786302939	0.000	220.300	64.0919	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_200000.aif	818.6945	sd
178	Waveform 1	6	73130.323825923	73208.658342690	0.000	229.100	78.3345			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	230.3240	sd
178	Spectrogram 1	6	73130.323825923	73208.658342690	0.000	229.100	78.3345	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	230.3240	sd
179	Waveform 1	6	73218.628190279	73260.542243406	0.000	224.700	41.9141			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	318.6280	sd
179	Spectrogram 1	6	73218.628190279	73260.542243406	0.000	224.700	41.9141	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	318.6280	sd
180	Waveform 1	6	73432.186844951	73489.971267709	0.000	211.500	57.7844			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	532.1870	sd
180	Spectrogram 1	6	73432.186844951	73489.971267709	0.000	211.500	57.7844	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	532.1870	sd
181	Waveform 1	6	73514.590687265	73581.327626225	0.000	233.500	66.7369			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	614.5905	sd
181	Spectrogram 1	6	73514.590687265	73581.327626225	0.000	233.500	66.7369	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_201500.aif	614.5905	sd
182	Waveform 1	6	73859.596868874	73954.810774868	0.000	251.100	95.2139			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	59.5970	sd
182	Spectrogram 1	6	73859.596868874	73954.810774868	0.000	251.100	95.2139	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	59.5970	sd
183	Waveform 1	6	74586.808787116	74651.307597026	0.000	176.200	64.4988			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	786.8090	c
183	Spectrogram 1	6	74586.808787116	74651.307597026	0.000	176.200	64.4988	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_203000.aif	786.8090	c
184	Waveform 1	6	75348.108498681	75418.711296910	0.000	211.500	70.6028			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_204500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_204500.aif	648.1085	c
184	Spectrogram 1	6	75348.108498681	75418.711296910	0.000	211.500	70.6028	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_204500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_204500.aif	648.1085	c
185	Waveform 1	6	76348.797243783	76416.551514130	0.000	189.400	67.7543			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_210000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_210000.aif	748.7970	sd
185	Spectrogram 1	6	76348.797243783	76416.551514130	0.000	189.400	67.7543	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_210000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_210000.aif	748.7970	sd
186	Waveform 1	6	76739.452496232	76784.622009797	114.500	215.900	45.1695			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_211500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_211500.aif	239.4525	c
186	Spectrogram 1	6	76739.452496232	76784.622009797	114.500	215.900	45.1695	171.875	136.719	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_211500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_211500.aif	239.4525	c
187	Waveform 1	6	79370.599707988	79445.475298041	0.000	246.700	74.8756			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	170.5995	c
187	Spectrogram 1	6	79370.599707988	79445.475298041	0.000	246.700	74.8756	46.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	170.5995	c
188	Waveform 1	6	80009.606348531	80078.988349096	0.000	224.700	69.3820			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	809.6065	sd
188	Spectrogram 1	6	80009.606348531	80078.988349096	0.000	224.700	69.3820	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_220000.aif	809.6065	sd
189	Waveform 1	6	80618.093047476	80697.851828184	0.000	242.300	79.7588			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_221500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_221500.aif	518.0930	sd
189	Spectrogram 1	6	80618.093047476	80697.851828184	0.000	242.300	79.7588	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_221500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_221500.aif	518.0930	sd
190	Waveform 1	6	81222.836416918	81290.794153542	0.000	207.000	67.9577			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	222.8365	sd
190	Spectrogram 1	6	81222.836416918	81290.794153542	0.000	207.000	67.9577	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	222.8365	sd
191	Waveform 1	6	81863.478921246	81934.488652029	0.000	207.000	71.0097			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	863.4790	sd
191	Spectrogram 1	6	81863.478921246	81934.488652029	0.000	207.000	71.0097	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_223000.aif	863.4790	sd
192	Waveform 1	6	82512.650742087	82579.794613602	0.000	246.700	67.1439			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_224500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_224500.aif	612.6505	sd
192	Spectrogram 1	6	82512.650742087	82579.794613602	0.000	246.700	67.1439	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_224500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_224500.aif	612.6505	sd
193	Waveform 1	6	83176.806264506	83241.712006971	0.000	224.700	64.9057			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_230000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_230000.aif	376.8065	sd
193	Spectrogram 1	6	83176.806264506	83241.712006971	0.000	224.700	64.9057	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_230000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_230000.aif	376.8065	sd
194	Waveform 1	6	84177.088077054	84237.110628862	0.000	281.900	60.0226			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	477.0880	sd
194	Spectrogram 1	6	84177.088077054	84237.110628862	0.000	281.900	60.0226	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	477.0880	sd
195	Waveform 1	6	84500.192525433	84557.366549359	0.000	246.700	57.1740			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	800.1925	sd
195	Spectrogram 1	6	84500.192525433	84557.366549359	0.000	246.700	57.1740	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_231500.aif	800.1925	sd
196	Waveform 1	6	84716.396241711	84801.648611907	0.000	405.300	85.2524			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	116.3960	sd
196	Spectrogram 1	6	84716.396241711	84801.648611907	0.000	405.300	85.2524	167.969	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	116.3960	sd
197	Waveform 1	6	85075.026352110	85134.235038809	0.000	246.700	59.2087			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	475.0265	c
197	Spectrogram 1	6	85075.026352110	85134.235038809	0.000	246.700	59.2087	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	475.0265	c
198	Waveform 1	6	85157.226728146	85193.850658063	0.000	189.400	36.6239			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	557.2265	c
198	Spectrogram 1	6	85157.226728146	85193.850658063	0.000	189.400	36.6239	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	557.2265	c
199	Waveform 1	6	85469.547463828	85533.435874906	0.000	409.700	63.8884			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	869.5475	sd
199	Spectrogram 1	6	85469.547463828	85533.435874906	0.000	409.700	63.8884	167.969	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_233000.aif	869.5475	sd
200	Waveform 1	6	85680.257590618	85722.375110023	0.000	246.700	42.1175			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	180.2575	c
200	Spectrogram 1	6	85680.257590618	85722.375110023	0.000	246.700	42.1175	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	180.2575	c
201	Waveform 1	6	86080.993177093	86145.695453280	0.000	405.300	64.7023			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	580.9930	sd
201	Spectrogram 1	6	86080.993177093	86145.695453280	0.000	405.300	64.7023	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_234500.aif	580.9930	sd
