Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
152	Spectrogram 1	6	44172.000000000	44211.472457800	0.000	351.100	39.4725	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	72.0000	C
153	Waveform 1	6	44694.827396194	44770.720317634	0.000	497.800	75.8929			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	594.8275	SU
153	Spectrogram 1	6	44694.827396194	44770.720317634	0.000	497.800	75.8929	171.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	594.8275	SU
154	Waveform 1	6	44845.048116996	44938.032205730	0.000	208.900	92.9841			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	745.0480	SD
154	Spectrogram 1	6	44845.048116996	44938.032205730	0.000	208.900	92.9841	171.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	745.0480	SD
155	Waveform 1	6	45462.831656556	45534.248319894	0.000	235.600	71.4167			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	462.8315	C
155	Spectrogram 1	6	45462.831656556	45534.248319894	0.000	235.600	71.4167	171.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	462.8315	C
156	Waveform 1	6	45265.876300113	45327.119649586	0.000	377.800	61.2433			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	265.8765	SU
156	Spectrogram 1	6	45265.876300113	45327.119649586	0.000	377.800	61.2433	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	265.8765	SU
157	Waveform 1	6	45864.012510673	45918.948405549	0.000	573.300	54.9359			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	864.0125	C
157	Spectrogram 1	6	45864.012510673	45918.948405549	0.000	573.300	54.9359	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_123000.aif	864.0125	C
158	Waveform 1	6	46413.671163715	46487.122489827	0.000	533.300	73.4513			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_124500.aif	513.6710	SU
158	Spectrogram 1	6	46413.671163715	46487.122489827	0.000	533.300	73.4513	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_124500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_124500.aif	513.6710	SU
159	Waveform 1	6	47006.694425584	47036.807434627	0.000	604.400	30.1130			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	206.6945	C
159	Spectrogram 1	6	47006.694425584	47036.807434627	0.000	604.400	30.1130	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	206.6945	C
160	Waveform 1	6	47498.188015072	47561.262561040	0.000	404.400	63.0745			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	698.1880	SD
160	Spectrogram 1	6	47498.188015072	47561.262561040	0.000	404.400	63.0745	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	698.1880	SD
161	Waveform 1	6	47424.736688960	47472.551264130	48.900	213.300	47.8146			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	624.7365	C
161	Spectrogram 1	6	47424.736688960	47472.551264130	48.900	213.300	47.8146	175.781	97.656	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	624.7365	C
162	Waveform 1	6	47652.537983044	47697.910962886	26.700	177.800	45.3730			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	852.5380	C
162	Spectrogram 1	6	47652.537983044	47697.910962886	26.700	177.800	45.3730	46.875	46.875	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_130000.aif	852.5380	C
163	Waveform 1	6	48433.360618877	48508.643141485	0.000	248.900	75.2825			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	733.3605	C
163	Spectrogram 1	6	48433.360618877	48508.643141485	0.000	248.900	75.2825	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	733.3605	C
165	Waveform 1	6	48570.415953278	48603.377490203	0.000	426.700	32.9615			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	870.4160	C
165	Spectrogram 1	6	48570.415953278	48603.377490203	0.000	426.700	32.9615	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_131500.aif	870.4160	C
166	Waveform 1	6	48829.835456858	48929.127000188	0.000	213.300	99.2915			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_133000.aif	229.8355	SD
166	Spectrogram 1	6	48829.835456858	48929.127000188	0.000	213.300	99.2915	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_133000.aif	229.8355	SD
168	Waveform 1	6	49688.301274115	49753.410482856	0.000	220.300	65.1092			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	188.3015	SD
168	Spectrogram 1	6	49688.301274115	49753.410482856	0.000	220.300	65.1092	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	188.3015	SD
169	Waveform 1	6	50116.923783911	50186.712717031	132.200	207.000	69.7889			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	616.9240	C
169	Spectrogram 1	6	50116.923783911	50186.712717031	132.200	207.000	69.7889	171.875	164.062	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	616.9240	C
170	Waveform 1	6	50213.086950133	50289.590270404	0.000	224.700	76.5033			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	713.0870	SD
170	Spectrogram 1	6	50213.086950133	50289.590270404	0.000	224.700	76.5033	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_134500.aif	713.0870	SD
171	Waveform 1	6	50791.537022984	50863.767551432	0.000	229.100	72.2305			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_140000.aif	391.5370	SD
171	Spectrogram 1	6	50791.537022984	50863.767551432	0.000	229.100	72.2305	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_140000.aif	391.5370	SD
172	Waveform 1	6	51560.070745667	51647.154312359	0.000	211.500	87.0836			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_141500.aif	260.0705	C
172	Spectrogram 1	6	51560.070745667	51647.154312359	0.000	211.500	87.0836	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_141500.aif	260.0705	C
173	Waveform 1	6	52234.683984740	52310.576906179	0.000	255.500	75.8929			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	34.6840	C
173	Spectrogram 1	6	52234.683984740	52310.576906179	0.000	255.500	75.8929	11.719	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	34.6840	C
174	Waveform 1	6	52578.867989450	52626.275632065	0.000	511.000	47.4076			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	378.8680	C
174	Spectrogram 1	6	52578.867989450	52626.275632065	0.000	511.000	47.4076	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	378.8680	C
175	Waveform 1	6	52720.073585908	52883.457006594	0.000	409.700	163.3834			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	520.0735	C
175	Spectrogram 1	6	52720.073585908	52883.457006594	0.000	409.700	163.3834	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	520.0735	C
176	Waveform 1	6	52959.472457800	53073.006640543	0.000	237.900	113.5342			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	759.4725	SD
176	Spectrogram 1	6	52959.472457800	53073.006640543	0.000	237.900	113.5342	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_143000.aif	759.4725	SD
177	Waveform 1	6	53589.933514695	53671.320025622	0.000	180.600	81.3865			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_144500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_144500.aif	489.9335	SD
177	Spectrogram 1	6	53589.933514695	53671.320025622	0.000	180.600	81.3865	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_144500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_144500.aif	489.9335	SD
178	Waveform 1	6	54252.338777129	54327.214367182	0.000	215.900	74.8756			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	252.3390	C
178	Spectrogram 1	6	54252.338777129	54327.214367182	0.000	215.900	74.8756	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	252.3390	C
179	Waveform 1	6	54379.872066441	54416.495996358	0.000	207.000	36.6239			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	379.8720	SD
179	Spectrogram 1	6	54379.872066441	54416.495996358	0.000	207.000	36.6239	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	379.8720	SD
180	Waveform 1	6	54127.166950013	54178.033519343	74.900	215.900	50.8666			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	127.1670	C
180	Spectrogram 1	6	54127.166950013	54178.033519343	74.900	215.900	50.8666	175.781	113.281	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	127.1670	C
181	Waveform 1	6	54685.030612472	54758.481938583	0.000	255.500	73.4513			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	685.0305	C
181	Spectrogram 1	6	54685.030612472	54758.481938583	0.000	255.500	73.4513	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	685.0305	C
182	Waveform 1	6	54895.130340430	54962.477678222	0.000	277.500	67.3473			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	895.1305	C
182	Spectrogram 1	6	54895.130340430	54962.477678222	0.000	277.500	67.3473	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_150000.aif	895.1305	C
183	Waveform 1	6	54984.045103617	55064.821215712	0.000	233.500	80.7761			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	84.0450	SD
183	Spectrogram 1	6	54984.045103617	55064.821215712	0.000	233.500	80.7761	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	84.0450	SD
184	Waveform 1	6	55243.057674642	55324.240719292	0.000	193.800	81.1830			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	343.0575	SU
184	Spectrogram 1	6	55243.057674642	55324.240719292	0.000	193.800	81.1830	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	343.0575	SU
185	Waveform 1	6	55685.719357573	55754.694425584	0.000	237.900	68.9751			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	785.7195	C
185	Spectrogram 1	6	55685.719357573	55754.694425584	0.000	237.900	68.9751	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_151500.aif	785.7195	C
186	Waveform 1	6	55868.554604371	55905.382000565	101.300	198.200	36.8274			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	68.5545	C
186	Spectrogram 1	6	55868.554604371	55905.382000565	101.300	198.200	36.8274	175.781	160.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	68.5545	C
187	Waveform 1	6	56192.065985305	56243.136020912	127.800	246.700	51.0700			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	392.0660	C
187	Spectrogram 1	6	56192.065985305	56243.136020912	127.800	246.700	51.0700	167.969	164.062	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	392.0660	C
188	Waveform 1	6	56290.944337731	56332.451458304	149.800	246.700	41.5071			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	490.9445	SU
188	Spectrogram 1	6	56290.944337731	56332.451458304	149.800	246.700	41.5071	183.594	167.969	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	490.9445	SU
189	Waveform 1	6	56510.002840241	56578.164043142	88.100	198.200	68.1612			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	710.0030	SD
189	Spectrogram 1	6	56510.002840241	56578.164043142	88.100	198.200	68.1612	97.656	113.281	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_153000.aif	710.0030	SD
190	Waveform 1	6	57591.060764883	57672.854208365	0.000	220.300	81.7934			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	891.0610	SD
190	Spectrogram 1	6	57591.060764883	57672.854208365	0.000	220.300	81.7934	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	891.0610	SD
191	Waveform 1	6	57484.037503014	57549.553644310	88.100	497.800	65.5161			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	784.0375	SU
191	Spectrogram 1	6	57484.037503014	57549.553644310	88.100	497.800	65.5161	97.656	144.531	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_154500.aif	784.0375	SU
192	Waveform 1	6	57969.630570460	58005.847567822	0.000	378.900	36.2170			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_160000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_160000.aif	369.6305	SU
192	Spectrogram 1	6	57969.630570460	58005.847567822	0.000	378.900	36.2170	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_160000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_160000.aif	369.6305	SU
193	Waveform 1	6	59579.823345893	59637.811234928	0.000	215.900	57.9879			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	179.8235	C
193	Spectrogram 1	6	59579.823345893	59637.811234928	0.000	215.900	57.9879	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	179.8235	C
194	Waveform 1	6	60258.018041447	60305.222217784	0.000	211.500	47.2042			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	858.0180	C
194	Spectrogram 1	6	60258.018041447	60305.222217784	0.000	211.500	47.2042	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_163000.aif	858.0180	C
195	Waveform 1	6	60315.802464205	60359.547713828	0.000	220.300	43.7452			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	15.8025	C
195	Spectrogram 1	6	60315.802464205	60359.547713828	0.000	220.300	43.7452	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	15.8025	C
196	Waveform 1	6	60468.223755660	60524.380448200	0.000	436.100	56.1567			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	168.2240	C
196	Spectrogram 1	6	60468.223755660	60524.380448200	0.000	436.100	56.1567	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	168.2240	C
197	Waveform 1	6	60567.375682869	60626.584369569	0.000	211.500	59.2087			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	267.3755	C
197	Spectrogram 1	6	60567.375682869	60626.584369569	0.000	211.500	59.2087	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	267.3755	C
198	Waveform 1	6	60897.459164410	61003.058162337	0.000	392.100	105.5990			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	597.4590	SD
198	Spectrogram 1	6	60897.459164410	61003.058162337	0.000	392.100	105.5990	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_164500.aif	597.4590	SD
199	Waveform 1	6	61528.706536549	61673.777992276	0.000	211.500	145.0715			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	328.7065	SD
199	Spectrogram 1	6	61528.706536549	61673.777992276	0.000	211.500	145.0715	7.812	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	328.7065	SD
200	Waveform 1	6	61822.227438206	61885.301984175	0.000	302.200	63.0745			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	622.2275	C
200	Spectrogram 1	6	61822.227438206	61885.301984175	0.000	302.200	63.0745	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_170000.aif	622.2275	C
201	Waveform 1	6	62225.416663338	62308.023971929	0.000	573.300	82.6073			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	125.4165	C
201	Spectrogram 1	6	62225.416663338	62308.023971929	0.000	573.300	82.6073	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	125.4165	C
202	Waveform 1	6	62444.142911454	62503.555064431	0.000	355.600	59.4122			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	344.1430	C
202	Spectrogram 1	6	62444.142911454	62503.555064431	0.000	355.600	59.4122	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	344.1430	C
203	Waveform 1	6	62994.845187641	63074.197035795	0.000	462.200	79.3518			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	894.8450	SU
203	Spectrogram 1	6	62994.845187641	63074.197035795	0.000	462.200	79.3518	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_171500.aif	894.8450	SU
