Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Hour	File Offset (s)	Begin File	Begin Path	Begin Date	Begin Clock Time	calltype
134	Spectrogram 1	6	40134.920041635	40185.786610965	88.100	185.000	50.8666	171.875	109.375	11	534.9200	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:08:54.9200	c
135	Waveform 1	6	40301.477986247	40332.201394122	0.000	92.500	30.7234			11	701.4780	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:11:41.4780	song
135	Spectrogram 1	6	40301.477986247	40332.201394122	0.000	92.500	30.7234	11.719	3.906	11	701.4780	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:11:41.4780	song
136	Waveform 1	6	40324.062743029	40365.569863602	0.000	229.100	41.5071			11	724.0625	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:12:04.0627	song
136	Spectrogram 1	6	40324.062743029	40365.569863602	0.000	229.100	41.5071	3.906	3.906	11	724.0625	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:12:04.0627	song
137	Waveform 1	6	40630.889889224	40667.310352864	0.000	193.800	36.4205			11	130.8900	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:17:10.8899	song
137	Spectrogram 1	6	40630.889889224	40667.310352864	0.000	193.800	36.4205	7.812	7.812	11	130.8900	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:17:10.8899	song
138	Waveform 1	6	40655.712775057	40719.601186134	0.000	317.200	63.8884			11	155.7130	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:17:35.7128	song
138	Spectrogram 1	6	40655.712775057	40719.601186134	0.000	317.200	63.8884	7.812	7.812	11	155.7130	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:17:35.7128	song
139	Waveform 1	6	41253.741757347	41318.444033534	0.000	215.900	64.7023			11	753.7420	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:27:33.7418	c
139	Spectrogram 1	6	41253.741757347	41318.444033534	0.000	215.900	64.7023	7.812	3.906	11	753.7420	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:27:33.7418	c
140	Waveform 1	6	41284.872097777	41371.548731914	101.300	198.200	86.6766			11	784.8720	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:28:04.8721	c
140	Spectrogram 1	6	41284.872097777	41371.548731914	101.300	198.200	86.6766	164.062	128.906	11	784.8720	79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_111500.aif	2016/12/17	11:28:04.8721	c
141	Waveform 1	6	41413.809617748	41445.957289564	0.000	180.600	32.1477			11	13.8095	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:30:13.8096	song
141	Spectrogram 1	6	41413.809617748	41445.957289564	0.000	180.600	32.1477	3.906	3.906	11	13.8095	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:30:13.8096	song
142	Waveform 1	6	41437.615172194	41479.122292767	0.000	312.800	41.5071			11	37.6150	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:30:37.6152	song
142	Spectrogram 1	6	41437.615172194	41479.122292767	0.000	312.800	41.5071	7.812	7.812	11	37.6150	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:30:37.6152	song
143	Waveform 1	6	41481.563888094	41503.334779767	0.000	198.200	21.7709			11	81.5640	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:31:21.5639	song
143	Spectrogram 1	6	41481.563888094	41503.334779767	0.000	198.200	21.7709	7.812	7.812	11	81.5640	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:31:21.5639	song
144	Waveform 1	6	41496.416926339	41543.214170122	0.000	277.500	46.7972			11	96.4170	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:31:36.4169	song
144	Spectrogram 1	6	41496.416926339	41543.214170122	0.000	277.500	46.7972	7.812	7.812	11	96.4170	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:31:36.4169	song
145	Waveform 1	6	41682.567733421	41728.144179540	0.000	189.400	45.5764			11	282.5675	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:34:42.5677	song
145	Spectrogram 1	6	41682.567733421	41728.144179540	0.000	189.400	45.5764	11.719	3.906	11	282.5675	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:34:42.5677	song
146	Waveform 1	6	41713.087675019	41781.655810475	0.000	290.700	68.5681			11	313.0875	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:35:13.0877	song
146	Spectrogram 1	6	41713.087675019	41781.655810475	0.000	290.700	68.5681	7.812	3.906	11	313.0875	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:35:13.0877	song
147	Waveform 1	6	42188.914361153	42269.080074416	0.000	295.200	80.1657			11	788.9145	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:43:08.9144	song
147	Spectrogram 1	6	42188.914361153	42269.080074416	0.000	295.200	80.1657	7.812	7.812	11	788.9145	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:43:08.9144	song
148	Waveform 1	6	42173.654390354	42198.884208742	0.000	149.800	25.2298			11	773.6545	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:42:53.6544	song
148	Spectrogram 1	6	42173.654390354	42198.884208742	0.000	149.800	25.2298	7.812	7.812	11	773.6545	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:42:53.6544	song
149	Waveform 1	6	42652.736536925	42677.355956481	0.000	286.300	24.6194			11	352.7365	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:50:52.7365	song
149	Spectrogram 1	6	42652.736536925	42677.355956481	0.000	286.300	24.6194	7.812	7.812	11	352.7365	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:50:52.7365	song
150	Waveform 1	6	42668.606906556	42721.508138659	0.000	202.600	52.9012			11	368.6070	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:51:08.6069	song
150	Spectrogram 1	6	42668.606906556	42721.508138659	0.000	202.600	52.9012	7.812	7.812	11	368.6070	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:51:08.6069	song
151	Waveform 1	6	42724.763599096	42746.331024491	0.000	163.000	21.5674			11	424.7635	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:52:04.7636	song
151	Spectrogram 1	6	42724.763599096	42746.331024491	0.000	163.000	21.5674	11.719	7.812	11	424.7635	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:52:04.7636	song
152	Waveform 1	6	42742.668631500	42836.670051620	0.000	220.300	94.0014			11	442.6685	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:52:22.6686	song
152	Spectrogram 1	6	42742.668631500	42836.670051620	0.000	220.300	94.0014	7.812	7.812	11	442.6685	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:52:22.6686	song
153	Waveform 1	6	42940.234386775	42961.598345893	0.000	180.600	21.3640			11	640.2345	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:55:40.2344	song
153	Spectrogram 1	6	42940.234386775	42961.598345893	0.000	180.600	21.3640	7.812	3.906	11	640.2345	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:55:40.2344	song
154	Waveform 1	6	42956.308222683	43034.439273173	0.000	211.500	78.1311			11	656.3080	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:55:56.3082	song
154	Spectrogram 1	6	42956.308222683	43034.439273173	0.000	211.500	78.1311	7.812	7.812	11	656.3080	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:55:56.3082	song
155	Waveform 1	6	43231.924091937	43266.106426526	0.000	180.600	34.1823			12	31.9240	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:00:31.9241	song
155	Spectrogram 1	6	43231.924091937	43266.106426526	0.000	180.600	34.1823	7.812	3.906	12	31.9240	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:00:31.9241	song
156	Waveform 1	6	43256.950444047	43308.020479653	0.000	286.300	51.0700			12	56.9505	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:00:56.9504	song
156	Spectrogram 1	6	43256.950444047	43308.020479653	0.000	286.300	51.0700	7.812	3.906	12	56.9505	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:00:56.9504	song
157	Waveform 1	6	43913.658650716	44010.915531274	0.000	185.000	97.2569			12	713.6585	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:11:53.6587	c
157	Spectrogram 1	6	43913.658650716	44010.915531274	0.000	185.000	97.2569	11.719	3.906	12	713.6585	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:11:53.6587	c
158	Waveform 1	6	44020.885378862	44063.409830821	0.000	242.300	42.5245			12	820.8855	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:13:40.8854	c
158	Spectrogram 1	6	44020.885378862	44063.409830821	0.000	242.300	42.5245	7.812	3.906	12	820.8855	79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_120000.aif	2016/12/17	12:13:40.8854	c
159	Waveform 1	6	44945.274269970	44973.149149962	0.000	233.500	27.8749			12	845.2745	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:29:05.2743	song
159	Spectrogram 1	6	44945.274269970	44973.149149962	0.000	233.500	27.8749	0.000	0.000	12	845.2745	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:29:05.2743	song
160	Waveform 1	6	44968.265959307	45023.608786737	0.000	286.300	55.3428			12	868.2660	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:29:28.2660	song
160	Spectrogram 1	6	44968.265959307	45023.608786737	0.000	286.300	55.3428	0.000	0.000	12	868.2660	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:29:28.2660	song
161	Waveform 1	6	44858.190703278	44898.680492464	0.000	229.100	40.4898			12	758.1905	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:27:38.1907	c
161	Spectrogram 1	6	44858.190703278	44898.680492464	0.000	229.100	40.4898	0.000	0.000	12	758.1905	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:27:38.1907	c
162	Waveform 1	6	44910.074603994	44942.629208365	0.000	524.200	32.5546			12	810.0745	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:28:30.0746	c
162	Spectrogram 1	6	44910.074603994	44942.629208365	0.000	524.200	32.5546	0.000	0.000	12	810.0745	79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_121500.aif	2016/12/17	12:28:30.0746	c
163	Waveform 1	6	45055.065123210	45092.706384514	0.000	229.100	37.6413			12	55.0650	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:30:55.0651	c
163	Spectrogram 1	6	45055.065123210	45092.706384514	0.000	229.100	37.6413	0.000	0.000	12	55.0650	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:30:55.0651	c
164	Waveform 1	6	45577.282120573	45635.676942163	0.000	242.300	58.3948			12	577.2820	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:39:37.2821	c
164	Spectrogram 1	6	45577.282120573	45635.676942163	0.000	242.300	58.3948	0.000	0.000	12	577.2820	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:39:37.2821	c
165	Waveform 1	6	45640.560132818	45685.119247551	0.000	237.900	44.5591			12	640.5600	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:40:40.5601	c
165	Spectrogram 1	6	45640.560132818	45685.119247551	0.000	237.900	44.5591	3.906	0.000	12	640.5600	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:40:40.5601	c
166	Waveform 1	6	45744.734866805	45797.839565185	0.000	229.100	53.1047			12	744.7350	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:42:24.7349	c
166	Spectrogram 1	6	45744.734866805	45797.839565185	0.000	229.100	53.1047	0.000	0.000	12	744.7350	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:42:24.7349	c
167	Waveform 1	6	45832.428832329	45891.027120196	35.200	198.200	58.5983			12	832.4290	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:43:52.4288	c
167	Spectrogram 1	6	45832.428832329	45891.027120196	35.200	198.200	58.5983	132.812	85.938	12	832.4290	79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_123000.aif	2016/12/17	12:43:52.4288	c
168	Waveform 1	6	45913.815343255	45937.010498870	0.000	224.700	23.1952			12	13.8155	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:45:13.8153	song
168	Spectrogram 1	6	45913.815343255	45937.010498870	0.000	224.700	23.1952	0.000	0.000	12	13.8155	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:45:13.8153	song
169	Waveform 1	6	45932.127308214	45986.249337980	0.000	255.500	54.1220			12	32.1275	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:45:32.1273	song
169	Spectrogram 1	6	45932.127308214	45986.249337980	0.000	255.500	54.1220	0.000	0.000	12	32.1275	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:45:32.1273	song
170	Waveform 1	6	46004.572569704	46075.774500000	0.000	211.500	71.2019			12	104.5725	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:46:44.5726	c
170	Spectrogram 1	6	46004.572569704	46075.774500000	0.000	211.500	71.2019	0.000	0.000	12	104.5725	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:46:44.5726	c
172	Waveform 1	6	46159.114737189	46193.500538056	0.000	255.500	34.3858			12	259.1145	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:49:19.1147	song
172	Spectrogram 1	6	46159.114737189	46193.500538056	0.000	255.500	34.3858	0.000	0.000	12	259.1145	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:49:19.1147	song
173	Waveform 1	6	46181.496027694	46257.795881688	0.000	330.400	76.2999			12	281.4960	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:49:41.4960	song
173	Spectrogram 1	6	46181.496027694	46257.795881688	0.000	330.400	76.2999	0.000	0.000	12	281.4960	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:49:41.4960	song
174	Waveform 1	6	46529.342425396	46602.386818953	101.300	233.500	73.0444			12	629.3425	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:55:29.3424	c
174	Spectrogram 1	6	46529.342425396	46602.386818953	101.300	233.500	73.0444	167.969	148.438	12	629.3425	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:55:29.3424	c
175	Waveform 1	6	46687.842655426	46718.769529578	0.000	176.200	30.9269			12	787.8425	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:58:07.8427	song
175	Spectrogram 1	6	46687.842655426	46718.769529578	0.000	176.200	30.9269	7.812	3.906	12	787.8425	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:58:07.8427	song
176	Waveform 1	6	46713.479406368	46759.259318764	0.000	251.100	45.7799			12	813.4795	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:58:33.4794	song
176	Spectrogram 1	6	46713.479406368	46759.259318764	0.000	251.100	45.7799	7.812	3.906	12	813.4795	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:58:33.4794	song
177	Waveform 1	6	46781.640609269	46808.294691598	0.000	202.600	26.6541			12	881.6405	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:59:41.6406	song
177	Spectrogram 1	6	46781.640609269	46808.294691598	0.000	202.600	26.6541	11.719	7.812	12	881.6405	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:59:41.6406	song
178	Waveform 1	6	46796.900580068	46848.987947061	0.000	295.200	52.0874			12	896.9005	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:59:56.9006	song
178	Spectrogram 1	6	46796.900580068	46848.987947061	0.000	295.200	52.0874	11.719	3.906	12	896.9005	79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_124500.aif	2016/12/17	12:59:56.9006	song
179	Waveform 1	6	46925.694733610	46979.409830821	0.000	202.600	53.7151			13	125.6945	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:02:05.6947	c
